region_code,region_name,latitude,longitude,dataset_id,variable_name,signal_name,signal_value,unit,acquisition_timestamp,source_name,source_url,spatial_resolution,temporal_resolution,quality_flag,provenance_type
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-04T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,25.45,C,2022-02-05T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.04,mm/day,2022-02-05T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,25.08,C,2022-02-06T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-06T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,24.4,C,2022-02-07T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-07T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,23.98,C,2022-02-08T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-08T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,23.72,C,2022-02-09T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-09T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,24.2,C,2022-02-10T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.13,mm/day,2022-02-10T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,24.9,C,2022-02-11T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.25,mm/day,2022-02-11T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,25.15,C,2022-02-12T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.07,mm/day,2022-02-12T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,24.62,C,2022-02-13T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-13T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,24.73,C,2022-02-14T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.03,mm/day,2022-02-14T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,24.13,C,2022-02-15T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.01,mm/day,2022-02-15T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,24.34,C,2022-02-16T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-16T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,24.73,C,2022-02-17T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-17T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,25.13,C,2022-02-18T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-18T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,25.37,C,2022-02-19T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-19T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,25.9,C,2022-02-20T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-20T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,26.3,C,2022-02-21T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-21T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,26.59,C,2022-02-22T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.03,mm/day,2022-02-22T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,25.98,C,2022-02-23T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-23T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,25.46,C,2022-02-24T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-24T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,24.43,C,2022-02-25T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-25T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,25.33,C,2022-02-26T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.01,mm/day,2022-02-26T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,25.72,C,2022-02-27T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-27T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,26.06,C,2022-02-28T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-02-28T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,26.31,C,2022-03-01T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-03-01T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,25.89,C,2022-03-02T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-03-02T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,26.0,C,2022-03-03T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-03-03T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,26.86,C,2022-03-04T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.06,mm/day,2022-03-04T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,26.68,C,2022-03-05T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.01,mm/day,2022-03-05T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,26.69,C,2022-03-06T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.89,mm/day,2022-03-06T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,27.01,C,2022-03-07T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.21,mm/day,2022-03-07T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,27.16,C,2022-03-08T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-03-08T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,27.19,C,2022-03-09T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-03-09T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_t2m_daily,T2M,temperature_2m,26.85,C,2022-03-10T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
IN-TN-CHE,Chennai,13.0827,80.2707,nasa_power_prectotcorr_daily,PRECTOTCORR,precipitation,0.0,mm/day,2022-03-10T00:00:00Z,NASA POWER (MERRA-2),"https://power.larc.nasa.gov/api/temporal/daily/point?parameters=T2M,PRECTOTCORR&community=RE&longitude=80.2707&latitude=13.0827&start=20210101&end=20241231&format=JSON",0.5x0.625 deg,daily,VALID,OBSERVED
